Physiology	Rank	Attribute	meanTP	sdTP	meanFP	sdFP	meanFN	sdFN	meanTN	sdTN	meanMCC	sdMCC
habitat	all	free-living	72.5	6.1869037310901955	47.2	7.7430972843917925	52.7	6.18331087147762	78	7.7746025264604	0.20301618274160396	0.07526761752483958
habitat	all	host-associated	91.3	3.6224607965059086	34.3	2.110818693198342	22.7	3.6224607965059086	79.7	2.110818693198342	0.5029736223177166	0.038527337555405175
habitat	all	not_host-associated	118.3	5.334374898294603	106.2	8.390470785361213	69.4	5.295700562196133	81.5	8.181958472422385	0.06561952258212049	0.06274852159145426
habitat	species	free-living	72.9	5.10881590977792	53.1	2.64365067451978	51.2	5.2451035367389185	71	2.581988897471611	0.15986102533385962	0.036131165537080616
habitat	species	host-associated	91.3	3.6224607965059086	34.3	2.110818693198342	22.7	3.6224607965059086	79.7	2.110818693198342	0.5029736223177166	0.038527337555405175
habitat	species	not_host-associated	118.5	4.719934086168766	109.5	4.790035954399971	68.2	4.417138339593985	77.2	4.661902329879224	0.04944782425360306	0.025348658909743912
habitat	strain	aquatic_biome	7	1.7638342073763937	3	0	11.1	1.9692073983655907	15.1	0.31622776601683794	0.24397003363549566	0.10134735829762466
habitat	strain	colonization_of_host	35.7	2.7908580918579307	27.9	1.1972189997378648	11.3	2.7908580918579307	19.1	1.1972189997378648	0.17928634989639375	0.05514461344611812
habitat	strain	multiple	19.6	2.716206504995115	13	0	10	2.70801280154532	16.6	0.5163977794943222	0.22564692365216654	0.09515591510665876
